X,Y,YEAR,LAYER,HEIGHT,DBH,AGE,SPECIES,MANAGEMENT,GPP,GPP_SUN:GPP,GPP_SHADE:GPP,Av_SUN:A_SUN,Aj_SUN:A_SUN,Av_SHADE:A_SHADE,Aj_SHADE:A_SHADE,Av_TOT:A_TOT,Aj_TOT:A_TOT,GR,MR,RA,NPP,BP,reser_as_diff,ResAlloc,ResDeple,ResUsage,BP/NPP,ResAlloc/NPP,ResAlloc/BP,ResDeple/NPP,ResDeple/BP,ResUsage/NPP,ResUsage/BP,CUE,BPE,diffCUE-BPE,Y(perc),MAX_NSC_CONC,MIN_NSC_CONC,PeakLAI,MaxLAI,SLA,SAPWOOD-AREA,HEARTWOOD-AREA,CC-Proj,DBHDC,CROWN_DIAMETER,CROWN_HEIGHT,CROWN_AREA_PROJ,APAR,LIVETREE,DEADTREE,THINNEDTREE,VEG_D,FIRST_VEG_DAY,CTRANSP,CINT,CLE,WUE,MAX_ANN_RESERVE_C,MIN_ANN_RESERVE_C,TREE_MAX_ANN_RESERVE_C,TREE_MIN_ANN_RESERVE_C,MIN_RESERVE_C,RESERVE_C,STEM_C,STEMSAP_C,STEMHEART_C,STEMSAP_PERC,STEMLIVE_C,STEMDEAD_C,STEMLIVE_PERC,MAX_LEAF_C,MAX_FROOT_C,CROOT_C,CROOTLIVE_C,CROOTDEAD_C,CROOTLIVE_PERC,BRANCH_C,BRANCHLIVE_C,BRANCHDEAD_C,BRANCHLIVE_PERC,FRUIT_C,MAX_FRUIT_C,TOT_SAPWOOD_C,TOT_HEARTWOOD_C,RESERVE_N,STEM_N,STEMLIVE_N,STEMDEAD_N,CROOT_N,CROOTLIVE_N,CROOTDEAD_N,BRANCH_N,BRANCHLIVE_N,BRANCHDEAD_N,FRUIT_N,STANDING_WOOD,DELTA_WOOD,CUM_DELTA_WOOD,BASAL_AREA,TREE_CAI,TREE_MAI,CAI,MAI,VOLUME,TREE_VOLUME,DELTA_TREE_VOL(perc),DELTA_AGB,DELTA_BGB,AGB,BGB,BGB:AGB,DELTA_TREE_AGB,DELTA_TREE_BGB,C_HWP,VOLUME_HWP,STEM_RA,LEAF_RA,FROOT_RA,CROOT_RA,BRANCH_RA,gpp,npp,ar,hr,rsoil,rsoilCO2,reco,nee,nep,et,le,soil-evapo,avg_asw,iWue,vol,cum_vol,run_off,litrC,litr1C,litr2C,litr3C,litr4C,cwdC,cwd2C,cwd3C,cwd4C,soilC,soil1C,soil2C,soil3C,soil4C,litrN,litr1N,litr2N,litr3N,litr4N,cwdN,cwd2N,cwd3N,cwd4N,soilN,soil1N,soil2N,soil3N,soil4N,soil_depth,solar_rad,tavg,tmax,tmin,tday,tnight,vpd,prcp,tsoil,rh,[CO2]
0,0,2096,0,31.2146,53.1762,175,Fagussylvatica,T,2103.4320,0.4268,0.5732,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,272.5057,923.4261,1195.9318,907.5002,817.8812,89.6189,670.2833,587.1006,83.1827,0.9012,0.7386,0.8195,0.6469,0.7178,0.0917,0.1017,0.4314,0.3888,0.0426,56.8562,12.0558,7.0259,6.0000,5.9972,40.0000,875.9178,1344.9627,1.0931,0.1778,9.3560,9.3329,68.7500,5687.7426,159,170,0,254,67,285.8577,42.2488,9364.7650,3.1747,14.8173,8.2519,0.0926,0.0516,12.9846,14.3669,108.6195,42.8397,65.7799,39.4401,5.5692,103.0504,5.1272,1.6500,1.9800,29.9916,1.7663,28.2253,5.8892,13.0492,0.7907,12.2585,6.0595,0.0000,1.5356,60.8781,90.7822,1.2867,0.3029,0.1155,0.1874,0.0880,0.0366,0.0513,0.0387,0.0164,0.0223,0.0000,151.6603,3.4421,179.0269,35.3120,0.0707,0.0172,8.3097,2.7273,477.2737,3.0017,2.3552,1.9189,0.5218,121.6687,29.9916,0.2465,0.0168,0.0044,0.0000,0.0000,509.0391,253.9570,200.4828,160.1089,72.3440,2103.4320,907.5002,1195.9318,302.6199,663.2116,2429.5487,1498.55,-604.88,604.88,364.38,10398.98,36.27,423.01,5.48,477.27,33126.11,117.86,286.50,0.50,41.76,135.26,108.97,835.08,626.31,0.00,208.77,13941.11,35.17,183.75,8098.75,5623.44,495.22,0.02,0.79,490.59,3.83,14.02,10.52,0.00,3.51,623.08,-147.00,-552.04,-1472.08,2794.21,180.00,9.1506,9.0563,11.8875,6.7751,10.3303,8.5527,3.4780,495.5357,9.1218,76.5330,368.8650
0,0,2097,0,31.263,53.4297,176,Fagussylvatica,T,1572.0854,0.4371,0.5629,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,201.9655,876.4161,1078.3816,493.7037,576.3549,-82.6512,550.9923,617.3929,-66.4006,1.1674,1.1160,0.9560,1.2505,1.0712,-0.1345,-0.1152,0.3140,0.3666,-0.0526,68.5956,11.8204,7.4898,6.0000,5.9972,40.0000,880.4912,1361.6134,1.0931,0.1765,9.3854,9.3644,69.1824,4191.6138,158,171,0,176,127,231.9923,31.9655,7521.9052,2.1281,14.4845,9.0279,0.0911,0.0568,13.3932,13.6167,109.0374,42.8198,66.2176,39.2707,5.5666,103.4708,5.1052,1.6500,1.9800,29.9600,1.7651,28.1948,5.8917,13.0419,0.7905,12.2514,6.0611,0.0000,0.7204,60.7660,91.2732,1.2996,0.3036,0.1155,0.1881,0.0879,0.0366,0.0513,0.0387,0.0164,0.0223,0.0000,152.0392,1.6151,180.6421,35.4253,0.0334,0.0172,2.2729,2.7247,479.5466,3.0351,1.0999,0.4105,-0.0316,122.0792,29.9600,0.2454,0.0074,0.0010,0.0000,0.0000,468.3907,218.3495,178.6636,146.4332,66.5446,1572.0854,493.7037,1078.3816,322.3598,647.4565,2371.8331,1400.74,-171.34,171.34,310.38,8846.35,46.42,437.74,4.78,479.55,33605.66,274.17,255.47,0.00,38.03,119.32,98.12,858.01,643.50,0.00,214.50,14085.65,27.62,195.83,8191.20,5671.00,499.38,0.00,0.46,495.50,3.42,14.22,10.67,0.00,3.56,629.44,-149.14,-556.87,-1516.81,2852.27,180.00,9.1228,8.9299,11.7016,6.6714,10.1771,8.4243,3.4082,570.4607,8.8401,76.6216,380.9300
0,0,2098,0,31.2952,53.5999,177,Fagussylvatica,T,1643.9091,0.4140,0.5860,0.0061,0.9939,0.0000,1.0000,0.0053,0.9947,181.3234,978.0709,1159.3944,484.5147,505.8974,-21.3827,590.2594,587.5496,2.7098,1.0441,1.2182,1.1668,1.2127,1.1614,0.0056,0.0054,0.2947,0.3077,-0.0130,70.5267,11.6108,6.9076,6.0000,5.9972,40.0000,877.7702,1378.6360,1.0930,0.1762,9.4151,9.3789,69.6203,4775.0971,157,172,0,191,115,286.5030,27.2005,8921.3681,1.6911,14.1298,8.3299,0.0894,0.0527,13.3685,13.5574,109.0848,42.4354,66.6495,38.9012,5.5166,103.5682,5.0572,1.6500,1.9800,29.9598,1.7491,28.2108,5.8381,13.0460,0.7835,12.2626,6.0053,0.0000,0.4826,60.2211,91.8696,1.3124,0.3028,0.1145,0.1883,0.0876,0.0363,0.0513,0.0386,0.0163,0.0223,0.0000,152.0907,1.0822,181.7242,35.4256,0.0225,0.0173,0.4986,2.7121,480.0453,3.0576,0.7361,0.0516,-0.0001,122.1308,29.9598,0.2453,0.0053,0.0012,0.0000,0.0000,482.7624,254.1084,202.4844,151.4584,68.5808,1643.9091,484.5147,1159.3944,297.3114,651.2542,2385.7452,1456.71,-187.20,187.20,356.46,10140.39,42.75,371.31,4.30,480.05,34085.71,161.77,276.36,0.27,40.68,129.81,105.61,862.15,646.61,0.00,215.54,14200.33,33.45,177.44,8270.07,5719.36,504.81,0.01,0.72,500.38,3.70,14.40,10.80,0.00,3.60,634.24,-150.15,-563.88,-1565.55,2913.82,180.00,9.4737,8.9367,11.8794,6.5628,10.2609,8.4119,4.3072,440.2234,8.9673,74.8359,370.4675
0,0,2099,0,31.3295,53.7823,178,Fagussylvatica,T,1650.5350,0.4146,0.5854,0.0061,0.9939,0.0000,1.0000,0.0053,0.9947,184.1009,972.5396,1156.6405,493.8945,515.8311,-21.9365,586.4654,585.2589,1.2065,1.0444,1.1874,1.1369,1.1850,1.1346,0.0024,0.0023,0.2992,0.3125,-0.0133,70.0767,11.6288,6.9296,6.0000,5.9972,40.0000,876.2353,1395.5562,1.0930,0.1762,9.4450,9.3886,70.0637,4775.1456,156,173,0,191,115,284.9990,27.2020,8878.6517,1.7330,14.0510,8.2853,0.0895,0.0528,13.2486,13.4830,109.1788,42.1105,67.0683,38.5702,5.4744,103.7044,5.0141,1.6500,1.9800,30.0174,1.7355,28.2819,5.7816,13.0755,0.7775,12.2980,5.9466,0.0000,0.5161,59.7906,92.4811,1.3251,0.3021,0.1136,0.1886,0.0874,0.0360,0.0514,0.0385,0.0161,0.0224,0.0000,152.2717,1.1573,182.8815,35.4399,0.0242,0.0173,0.7214,2.7009,480.7667,3.0818,0.7860,0.1235,0.0575,122.2543,30.0174,0.2455,0.0058,0.0016,0.0000,0.0000,481.0511,254.0944,202.4539,150.6947,68.3463,1650.5350,493.8945,1156.6405,304.3124,657.4611,2408.4828,1460.95,-189.58,189.58,355.58,10115.58,43.37,360.73,4.33,480.77,34566.47,83.16,279.43,0.26,41.06,131.40,106.72,861.14,645.86,0.00,215.29,14325.59,33.54,174.53,8353.43,5764.08,509.73,0.01,0.72,505.26,3.74,14.57,10.93,0.00,3.64,639.54,-151.65,-569.60,-1615.21,2975.99,180.00,9.4737,8.9367,11.8794,6.5628,10.2609,8.4119,4.3072,440.2234,8.9321,74.8359,374.7600

#--------------------------------------------------------------------------------
#3D-CMCC-CNR (Coupled Model Carbon Cycle) Forest Ecosystem Model v.5.5-ISIMIP
#compiled using GNU C 8.1.0 on Oct 13 2021 at 09:46:51
#using NetCDF NA
#launched: 12/09/2023 at 10:14:54
#--------------------------------------------------------------------------------


#site: Soroe
#--input files--
#input file = Soroe_stand.txt
#soil file = Soroe_soil.txt
#topo file = Soroe_topo.txt
#met file = Soroe_meteo.txt
#settings file = Soroe_settings_co2_on_man_off_1997-2099_annual.txt
#CO2 file = Soroe_co2.txt
#output file = output/output_5.5-ISIMIP_2023_SEPTEMBER_12\annual\annual_5.5-ISIMIP_Soroe_Soroe_meteo.txt_(1997-2099)_CO2_ON_Soroe_co2.txt_Man_OFF_d_10000_txt.txt
#--model settings--
#PSN_mod = Faquhar von Caemmerer and Berry (FvCB)
#CO2 trans = on
#Photo accl = on
#Resp  accl = on
#regeneration = off
#Management = off
#Year restart = off
