X,Y,YEAR,LAYER,HEIGHT,DBH,AGE,SPECIES,MANAGEMENT,GPP,GPP_SUN:GPP,GPP_SHADE:GPP,Av_SUN:A_SUN,Aj_SUN:A_SUN,Av_SHADE:A_SHADE,Aj_SHADE:A_SHADE,Av_TOT:A_TOT,Aj_TOT:A_TOT,GR,MR,RA,NPP,BP,reser_as_diff,ResAlloc,ResDeple,ResUsage,BP/NPP,ResAlloc/NPP,ResAlloc/BP,ResDeple/NPP,ResDeple/BP,ResUsage/NPP,ResUsage/BP,CUE,BPE,diffCUE-BPE,Y(perc),MAX_NSC_CONC,MIN_NSC_CONC,PeakLAI,MaxLAI,SLA,SAPWOOD-AREA,HEARTWOOD-AREA,CC-Proj,DBHDC,CROWN_DIAMETER,CROWN_HEIGHT,CROWN_AREA_PROJ,APAR,LIVETREE,DEADTREE,THINNEDTREE,VEG_D,FIRST_VEG_DAY,CTRANSP,CINT,CLE,WUE,MAX_ANN_RESERVE_C,MIN_ANN_RESERVE_C,TREE_MAX_ANN_RESERVE_C,TREE_MIN_ANN_RESERVE_C,MIN_RESERVE_C,RESERVE_C,STEM_C,STEMSAP_C,STEMHEART_C,STEMSAP_PERC,STEMLIVE_C,STEMDEAD_C,STEMLIVE_PERC,MAX_LEAF_C,MAX_FROOT_C,CROOT_C,CROOTLIVE_C,CROOTDEAD_C,CROOTLIVE_PERC,BRANCH_C,BRANCHLIVE_C,BRANCHDEAD_C,BRANCHLIVE_PERC,FRUIT_C,MAX_FRUIT_C,TOT_SAPWOOD_C,TOT_HEARTWOOD_C,RESERVE_N,STEM_N,STEMLIVE_N,STEMDEAD_N,CROOT_N,CROOTLIVE_N,CROOTDEAD_N,BRANCH_N,BRANCHLIVE_N,BRANCHDEAD_N,FRUIT_N,STANDING_WOOD,DELTA_WOOD,CUM_DELTA_WOOD,BASAL_AREA,TREE_CAI,TREE_MAI,CAI,MAI,VOLUME,TREE_VOLUME,DELTA_TREE_VOL(perc),DELTA_AGB,DELTA_BGB,AGB,BGB,BGB:AGB,DELTA_TREE_AGB,DELTA_TREE_BGB,C_HWP,VOLUME_HWP,STEM_RA,LEAF_RA,FROOT_RA,CROOT_RA,BRANCH_RA,gpp,npp,ar,hr,rsoil,rsoilCO2,reco,nee,nep,et,le,soil-evapo,avg_asw,iWue,vol,cum_vol,run_off,litrC,litr1C,litr2C,litr3C,litr4C,cwdC,cwd2C,cwd3C,cwd4C,soilC,soil1C,soil2C,soil3C,soil4C,litrN,litr1N,litr2N,litr3N,litr4N,cwdN,cwd2N,cwd3N,cwd4N,soilN,soil1N,soil2N,soil3N,soil4N,soil_depth,solar_rad,tavg,tmax,tmin,tday,tnight,vpd,prcp,tsoil,rh,[CO2]
0,0,2082,0,30.5038,49.7055,161,Fagussylvatica,T,1650.5120,0.4146,0.5854,0.0061,0.9939,0.0000,1.0000,0.0053,0.9947,182.8886,988.2707,1171.1592,479.3527,505.0449,-25.6921,589.9141,591.5380,-1.6239,1.0536,1.2306,1.1680,1.2340,1.1713,-0.0034,-0.0032,0.2904,0.3060,-0.0156,70.9573,11.6435,6.9983,6.0000,5.9971,40.0000,817.1433,1123.2934,1.0937,0.1811,8.9717,9.1402,63.2184,4774.9236,173,156,0,191,115,284.9912,27.1979,8878.3111,1.6820,14.3303,8.5376,0.0824,0.0491,13.5354,13.7560,102.3301,43.0925,59.2375,42.1113,5.6020,96.7280,5.4745,1.6500,1.9800,28.1431,1.7821,26.3610,6.3323,12.1516,0.7932,11.3583,6.5279,0.0000,0.4811,60.9399,81.6848,1.1067,0.2921,0.1162,0.1759,0.0849,0.0370,0.0479,0.0371,0.0165,0.0207,0.0000,142.6247,1.0758,156.8695,33.5696,0.0203,0.0159,0.9663,2.7540,443.3922,2.5630,0.7914,0.1337,-0.0412,114.4816,28.1431,0.2458,0.0046,0.0007,0.0000,0.0000,489.8057,254.7060,203.2217,154.0399,69.3860,1650.5120,479.3527,1171.1592,287.3089,644.5704,2361.2604,1458.47,-192.04,192.04,354.94,10097.35,42.76,370.90,4.34,443.39,26696.29,140.53,274.90,0.26,39.88,130.38,104.38,760.13,570.10,0.00,190.03,12135.38,33.48,168.90,6947.38,4985.62,426.18,0.01,0.69,421.82,3.66,11.29,8.47,0.00,2.82,545.47,-126.16,-477.00,-909.87,2058.50,180.00,9.4737,8.9367,11.8794,6.5628,10.2609,8.4119,4.3072,440.2234,8.9522,74.8359,374.7600
0,0,2083,0,30.5381,49.8627,162,Fagussylvatica,T,1558.2350,0.4272,0.5728,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,180.1603,907.7138,1087.8742,470.3609,496.1466,-25.7857,587.4628,589.5837,-2.1209,1.0548,1.2490,1.1841,1.2535,1.1883,-0.0045,-0.0043,0.3019,0.3184,-0.0165,69.8145,11.6719,6.9944,6.0000,5.9971,40.0000,813.5738,1139.1544,1.0936,0.1810,8.9976,9.1512,63.5838,4339.1334,172,157,0,176,127,257.5772,24.7418,8035.1592,1.8261,14.2323,8.4558,0.0823,0.0489,13.4068,13.6554,102.4264,42.6743,59.7520,41.6634,5.5477,96.8787,5.4162,1.6500,1.9800,28.1847,1.7645,26.4202,6.2606,12.1743,0.7857,11.3886,6.4535,0.0000,0.4509,60.3700,82.4153,1.1195,0.2912,0.1151,0.1761,0.0846,0.0366,0.0480,0.0370,0.0163,0.0207,0.0000,142.7853,1.0085,157.8779,33.5869,0.0191,0.0159,0.7271,2.7415,444.1193,2.5821,0.7408,0.1190,0.0416,114.6006,28.1847,0.2459,0.0045,0.0012,0.0000,0.0000,454.9284,235.4359,190.0634,142.9912,64.4552,1558.2350,470.3609,1087.8742,291.7333,624.7880,2288.7911,1379.61,-178.63,178.63,326.17,9287.72,43.85,388.57,4.48,444.12,27140.41,96.71,275.65,0.11,39.97,130.87,104.70,757.56,568.17,0.00,189.39,12264.74,33.16,171.23,7029.41,5030.94,431.09,0.00,0.67,426.74,3.68,11.42,8.56,0.00,2.85,550.99,-127.68,-482.25,-948.35,2109.28,180.00,9.4829,8.0209,11.0569,5.5144,9.3871,7.4508,3.7903,496.6556,7.9999,76.8452,378.8125
0,0,2084,0,30.5915,50.11,163,Fagussylvatica,T,1585.5142,0.4404,0.5596,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,202.4262,824.8491,1027.2753,558.2389,572.3328,-14.0938,602.3874,600.0143,2.3730,1.0252,1.0791,1.0525,1.0748,1.0484,0.0043,0.0041,0.3521,0.3610,-0.0089,64.7913,11.6709,6.9023,6.0000,5.9971,40.0000,817.4852,1154.6605,1.0936,0.1810,9.0238,9.1614,63.9535,4205.6428,171,158,0,180,124,219.2288,36.8404,7302.5380,2.5464,14.2331,8.2685,0.0828,0.0481,13.2814,13.5995,102.9116,42.6585,60.2531,41.4516,5.5456,97.3660,5.3887,1.6500,1.9800,28.3547,1.7634,26.5912,6.2192,12.2551,0.7855,11.4695,6.4100,0.0000,0.7085,60.3897,83.1316,1.1324,0.2921,0.1151,0.1770,0.0849,0.0366,0.0483,0.0372,0.0163,0.0209,0.0000,143.5214,1.5848,159.4627,33.7237,0.0302,0.0160,2.5886,2.7405,446.7079,2.6123,1.1575,0.5661,0.1700,115.1667,28.3547,0.2462,0.0072,0.0020,0.0000,0.0000,438.9915,212.8130,175.3010,137.9426,62.2272,1585.5142,558.2389,1027.2753,281.0613,594.3048,2177.1219,1308.34,-277.18,277.18,304.99,8701.65,48.92,445.46,4.92,446.71,27587.12,399.15,277.56,0.06,40.24,131.86,105.40,760.57,570.43,0.00,190.14,12398.14,32.52,182.29,7110.19,5073.13,436.00,0.00,0.64,431.65,3.71,11.63,8.72,0.00,2.91,556.71,-129.24,-486.63,-982.70,2155.27,180.00,9.0562,8.4797,11.2256,6.2122,9.7154,7.9638,2.9548,706.8633,8.4607,79.1404,368.8650
0,0,2085,0,30.6662,50.4598,164,Fagussylvatica,T,1927.2057,0.4244,0.5756,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,227.8569,1023.0859,1250.9428,676.2628,659.3952,16.8677,630.6274,605.5099,25.1175,0.9751,0.9325,0.9564,0.8954,0.9183,0.0371,0.0381,0.3509,0.3422,0.0088,64.9097,11.7535,6.9091,6.0000,5.9971,40.0000,829.8511,1169.9196,1.0936,0.1806,9.0501,9.1774,64.3275,5330.2504,170,159,0,211,100,311.3027,27.5558,9653.1031,2.1724,14.4854,8.2859,0.0847,0.0485,13.2857,13.7697,103.8397,43.0907,60.7490,41.4973,5.6018,98.2379,5.3947,1.6500,1.9800,28.6192,1.7807,26.8385,6.2220,12.3797,0.7937,11.5859,6.4116,0.0000,1.0027,61.0309,83.8076,1.1453,0.2948,0.1162,0.1786,0.0857,0.0369,0.0488,0.0375,0.0165,0.0211,0.0000,144.8385,2.2433,161.7060,33.9961,0.0431,0.0162,4.7084,2.7525,451.4163,2.6554,1.6217,1.0527,0.2645,116.2193,28.6192,0.2463,0.0102,0.0025,0.0000,0.0000,539.9525,258.8623,205.2541,170.3064,76.5676,1927.2057,676.2628,1250.9428,313.5756,689.1360,2524.5178,1564.52,-362.69,362.69,376.72,10733.03,37.86,381.33,4.82,451.42,28038.53,217.22,261.73,0.03,38.18,123.81,99.71,757.62,568.21,0.00,189.40,12530.61,30.83,176.98,7197.97,5124.83,440.63,0.00,0.57,436.56,3.49,11.66,8.75,0.00,2.92,562.42,-130.88,-492.96,-1024.52,2210.78,180.00,9.4356,10.6736,13.5026,8.3414,11.9466,10.1440,4.2669,571.0992,10.6785,74.2731,374.7600
0,0,2086,0,30.7097,50.6655,165,Fagussylvatica,T,1636.6200,0.4160,0.5840,0.0056,0.9944,0.0000,1.0000,0.0048,0.9952,191.9075,892.9365,1084.8440,551.7760,537.3347,14.4413,623.4630,589.2239,34.2391,0.9738,1.1299,1.1603,1.0679,1.0966,0.0621,0.0637,0.3371,0.3283,0.0088,66.2856,11.9409,7.0084,6.0000,5.9971,40.0000,830.2393,1185.8702,1.0935,0.1799,9.0767,9.1999,64.7059,4675.8493,169,160,0,184,121,270.1888,22.9918,8348.8477,2.0422,14.6365,8.4794,0.0861,0.0499,13.4268,14.0290,104.1290,42.8806,61.2484,41.1803,5.5745,98.5545,5.3534,1.6500,1.9800,28.6315,1.7717,26.8598,6.1878,12.3910,0.7900,11.6010,6.3757,0.0000,0.5899,60.7006,84.4509,1.1582,0.2948,0.1157,0.1792,0.0856,0.0368,0.0488,0.0375,0.0164,0.0211,0.0000,145.1515,1.3200,163.0260,34.0722,0.0255,0.0162,1.6529,2.7459,453.0692,2.6809,0.9509,0.3007,0.0123,116.5200,28.6315,0.2457,0.0058,0.0011,0.0000,0.0000,458.5723,229.8287,187.0080,144.4131,65.0219,1636.6200,551.7760,1084.8440,271.6524,603.0735,2209.2442,1356.50,-280.12,280.12,339.64,9674.32,46.46,389.95,4.54,453.07,28491.60,145.39,286.85,0.16,41.53,136.36,108.80,778.53,583.89,0.00,194.63,12648.48,34.34,173.92,7272.49,5167.73,446.05,0.01,0.74,441.48,3.83,11.98,8.99,0.00,3.00,567.46,-132.08,-498.23,-1061.83,2259.60,180.00,9.7138,8.8460,11.7215,6.4593,10.1400,8.2997,4.1965,508.6678,8.8545,73.6287,374.7600
0,0,2087,0,30.7585,50.898,166,Fagussylvatica,T,1574.3983,0.4374,0.5626,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,198.4017,876.4467,1074.8484,499.5499,559.8928,-60.3430,575.4996,618.1640,-42.6644,1.1208,1.1520,1.0279,1.2374,1.1041,-0.0854,-0.0762,0.3173,0.3556,-0.0383,68.2704,11.7477,7.2104,6.0000,5.9972,40.0000,832.9211,1201.7376,1.0935,0.1797,9.1035,9.2129,65.0888,4191.5265,168,161,0,176,127,231.5053,31.9647,7508.0019,2.1578,14.3832,8.6812,0.0851,0.0514,13.3541,13.5218,104.5293,42.7908,61.7385,40.9366,5.5628,98.9665,5.3218,1.6500,1.9800,28.7536,1.7676,26.9860,6.1473,12.4505,0.7885,11.6620,6.3331,0.0000,0.6660,60.5970,85.1364,1.1710,0.2954,0.1154,0.1799,0.0857,0.0367,0.0491,0.0376,0.0164,0.0212,0.0000,145.7334,1.4906,164.5167,34.1823,0.0290,0.0163,2.1848,2.7425,455.2540,2.7098,1.0688,0.4598,0.1221,116.9798,28.7536,0.2458,0.0068,0.0017,0.0000,0.0000,465.0645,218.7409,179.1359,145.9484,65.9587,1574.3983,499.5499,1074.8484,312.9716,638.0559,2337.3956,1387.82,-186.58,186.58,309.20,8812.63,45.73,437.87,4.81,455.25,28946.86,262.05,253.70,0.00,37.30,119.45,96.95,778.15,583.61,0.00,194.54,12794.50,27.59,188.65,7363.87,5214.39,450.22,0.00,0.44,446.40,3.39,12.11,9.08,0.00,3.03,573.79,-134.15,-502.86,-1100.99,2311.78,180.00,9.1228,8.9299,11.7016,6.6714,10.1771,8.4243,3.4082,570.4607,8.9075,76.6216,382.7000
0,0,2088,0,30.808,51.1362,167,Fagussylvatica,T,1595.9711,0.4415,0.5585,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,199.6417,826.0942,1025.7359,570.2352,564.5462,5.6890,622.2237,599.2836,22.9401,0.9900,1.0912,1.1022,1.0509,1.0615,0.0402,0.0406,0.3573,0.3537,0.0036,64.2703,11.7037,6.7742,6.0000,5.9972,40.0000,836.1128,1217.6342,1.0935,0.1794,9.1305,9.2275,65.4762,4205.6795,167,162,0,180,124,217.0158,36.8407,7239.4433,2.6276,14.3061,8.1423,0.0852,0.0485,13.3313,13.6693,104.9476,42.7258,62.2218,40.7116,5.5544,99.3932,5.2925,1.6500,1.9800,28.8687,1.7645,27.1042,6.1122,12.5071,0.7875,11.7196,6.2961,0.0000,0.6817,60.5203,85.8030,1.1839,0.2960,0.1152,0.1807,0.0859,0.0366,0.0493,0.0376,0.0163,0.0213,0.0000,146.3233,1.5258,166.0425,34.2976,0.0298,0.0164,2.2712,2.7397,457.5252,2.7397,1.0887,0.4748,0.1151,117.4547,28.8687,0.2458,0.0070,0.0017,0.0000,0.0000,438.1220,212.6564,175.1116,137.6946,62.1512,1595.9711,570.2352,1025.7359,276.1266,588.9329,2157.4430,1301.86,-294.11,294.11,302.69,8636.17,48.83,449.11,4.99,457.53,29404.38,404.17,274.31,0.06,39.98,129.86,104.40,786.95,590.21,0.00,196.74,12917.30,32.34,185.79,7440.43,5258.74,455.63,0.00,0.64,451.31,3.67,12.35,9.26,0.00,3.09,579.00,-135.25,-508.34,-1137.42,2360.02,180.00,9.0562,8.4797,11.2256,6.2122,9.7154,7.9638,2.9548,706.8633,8.4855,79.1404,376.8125
0,0,2089,0,30.8437,51.3091,168,Fagussylvatica,T,1643.9510,0.4140,0.5860,0.0061,0.9939,0.0000,1.0000,0.0053,0.9947,183.2549,976.8997,1160.1546,483.7964,509.0095,-25.2131,586.4373,587.9322,-1.4949,1.0521,1.2122,1.1521,1.2152,1.1551,-0.0031,-0.0029,0.2943,0.3096,-0.0153,70.5711,11.6608,6.9753,6.0000,5.9972,40.0000,833.8553,1233.7988,1.0934,0.1791,9.1578,9.2424,65.8683,4775.0325,166,163,0,191,115,286.5414,27.2002,8922.4504,1.6884,14.1395,8.3773,0.0847,0.0502,13.3145,13.5726,105.0731,42.3745,62.6986,40.3286,5.5087,99.5644,5.2427,1.6500,1.9800,28.8899,1.7497,27.1401,6.0566,12.5211,0.7811,11.7400,6.2382,0.0000,0.4939,60.0247,86.4593,1.1966,0.2953,0.1143,0.1810,0.0856,0.0363,0.0493,0.0376,0.0162,0.0213,0.0000,146.4840,1.1057,167.1482,34.3231,0.0217,0.0164,0.8699,2.7285,458.3951,2.7614,0.7874,0.1395,0.0212,117.5941,28.8899,0.2457,0.0051,0.0012,0.0000,0.0000,482.6765,254.4644,202.9121,151.6363,68.4653,1643.9510,483.7964,1160.1546,298.5096,653.0580,2392.3530,1458.66,-185.29,185.29,356.50,10141.47,42.75,371.29,4.30,458.40,29862.78,161.77,277.77,0.27,40.42,131.47,105.62,790.98,593.24,0.00,197.75,13039.31,33.55,175.81,7522.17,5307.79,460.61,0.01,0.70,456.19,3.71,12.51,9.39,0.00,3.13,584.25,-136.65,-514.68,-1180.32,2415.89,180.00,9.4737,8.9367,11.8794,6.5628,10.2609,8.4119,4.3072,440.2234,8.9582,74.8359,370.4675
0,0,2090,0,30.8858,51.5147,169,Fagussylvatica,T,1558.2498,0.4356,0.5644,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,191.1740,868.1897,1059.3637,498.8861,536.4589,-37.5728,598.5086,616.1597,-17.6511,1.0753,1.1997,1.1157,1.2351,1.1486,-0.0354,-0.0329,0.3202,0.3443,-0.0241,67.9842,11.7277,6.9117,6.0000,5.9972,40.0000,834.4593,1249.8059,1.0934,0.1790,9.1854,9.2531,66.2651,4191.5527,165,164,0,176,127,235.1160,31.9649,7610.8883,2.1219,14.1642,8.2307,0.0853,0.0496,13.2054,13.3153,105.3356,42.1723,63.1633,40.0361,5.4824,99.8532,5.2047,1.6500,1.9800,28.9882,1.7411,27.2472,6.0062,12.5694,0.7775,11.7919,6.1855,0.0000,0.5865,59.7689,87.1243,1.2095,0.2953,0.1137,0.1816,0.0857,0.0361,0.0495,0.0376,0.0161,0.0214,0.0000,146.8933,1.3134,168.4616,34.3904,0.0260,0.0165,1.5266,2.7214,459.9216,2.7874,0.9323,0.3109,0.0984,117.9050,28.9882,0.2459,0.0062,0.0017,0.0000,0.0000,454.6429,218.6233,178.9940,142.5973,64.5061,1558.2498,498.8861,1059.3637,310.3084,631.8998,2314.8440,1369.67,-188.58,188.58,313.52,8935.80,46.43,426.44,4.69,459.92,30322.70,178.91,252.64,0.00,37.22,118.77,96.65,789.03,591.77,0.00,197.26,13181.11,27.58,188.14,7611.70,5353.69,464.93,0.00,0.44,461.11,3.38,12.64,9.48,0.00,3.16,590.41,-138.65,-519.36,-1221.38,2469.80,180.00,9.1228,8.9299,11.7016,6.6714,10.1771,8.4243,3.4082,570.4607,8.9021,76.6216,370.4675
0,0,2091,0,30.9254,51.7096,170,Fagussylvatica,T,1601.0368,0.4242,0.5758,0.0026,0.9974,0.0000,1.0000,0.0022,0.9978,188.2945,887.2595,1075.5540,525.4828,527.0197,-1.5368,619.6069,600.3228,19.2840,1.0029,1.1791,1.1757,1.1424,1.1391,0.0367,0.0366,0.3282,0.3292,-0.0010,67.1786,11.7325,6.7210,6.0000,5.9972,40.0000,834.2054,1265.8549,1.0933,0.1788,9.2132,9.2657,66.6667,4485.0833,164,165,0,184,121,241.4381,35.2735,7878.9180,2.1765,14.0862,7.9706,0.0854,0.0483,13.1492,13.4262,105.5440,41.9252,63.6188,39.7229,5.4503,100.0937,5.1640,1.6500,1.9800,29.0539,1.7306,27.3233,5.9565,12.6032,0.7730,11.8301,6.1337,0.0000,0.5545,59.4362,87.7649,1.2224,0.2951,0.1131,0.1820,0.0856,0.0359,0.0497,0.0375,0.0160,0.0215,0.0000,147.2010,1.2420,169.7036,34.4410,0.0247,0.0165,1.2676,2.7129,461.1893,2.8121,0.8793,0.2422,0.0656,118.1472,29.0539,0.2459,0.0058,0.0015,0.0000,0.0000,454.3829,227.7247,186.1285,142.8425,64.4754,1601.0368,525.4828,1075.5540,286.8666,615.8376,2256.0033,1362.42,-238.62,238.62,327.00,9313.22,50.28,425.82,4.61,461.19,30783.89,321.74,272.02,0.04,39.72,128.63,103.64,792.66,594.49,0.00,198.16,13299.39,32.36,177.66,7689.47,5399.90,470.32,0.00,0.65,466.02,3.64,12.83,9.62,0.00,3.21,595.44,-139.75,-525.55,-1263.95,2524.69,180.00,9.0780,9.1317,11.7562,6.9020,10.3127,8.6074,3.6855,648.7370,9.1261,77.6709,380.9300
0,0,2092,0,30.9761,51.9608,171,Fagussylvatica,T,1585.5095,0.4404,0.5596,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,202.0065,814.8150,1016.8215,568.6880,574.3373,-5.6493,606.3325,595.6043,10.7281,1.0099,1.0662,1.0557,1.0473,1.0370,0.0189,0.0187,0.3587,0.3622,-0.0036,64.1322,11.7185,6.8426,6.0000,5.9972,40.0000,838.8131,1281.7065,1.0933,0.1787,9.2412,9.2776,67.0732,4205.7160,163,166,0,180,124,219.2151,36.8409,7302.1628,2.5942,14.0773,8.0691,0.0858,0.0492,13.0760,13.4509,105.9912,41.9269,64.0643,39.5570,5.4505,100.5407,5.1424,1.6500,1.9800,29.2011,1.7303,27.4708,5.9254,12.6739,0.7732,11.9007,6.1009,0.0000,0.7142,59.4699,88.3963,1.2352,0.2959,0.1131,0.1828,0.0858,0.0359,0.0499,0.0377,0.0160,0.0216,0.0000,147.8662,1.5999,171.3035,34.5645,0.0320,0.0166,2.4118,2.7111,463.6011,2.8442,1.1268,0.5179,0.1473,118.6651,29.2011,0.2461,0.0076,0.0020,0.0000,0.0000,432.2562,212.5000,174.9225,135.7859,61.3568,1585.5095,568.6880,1016.8215,284.6239,595.3323,2180.8859,1301.45,-284.06,284.06,304.89,8698.88,48.83,448.82,4.92,463.60,31247.49,401.97,277.65,0.06,40.48,131.42,105.69,800.07,600.05,0.00,200.02,13430.00,32.49,185.46,7770.10,5441.96,475.31,0.00,0.65,470.94,3.72,13.08,9.81,0.00,3.27,601.06,-141.24,-530.16,-1302.63,2575.09,180.00,9.0562,8.4797,11.2256,6.2122,9.7154,7.9638,2.9548,706.8633,8.4871,79.1404,368.8650
0,0,2093,0,31.0196,52.1784,172,Fagussylvatica,T,1630.3306,0.4154,0.5846,0.0056,0.9944,0.0000,1.0000,0.0048,0.9952,193.5300,876.6829,1070.2128,560.1178,545.7472,14.3706,617.0662,583.6167,33.4495,0.9743,1.1017,1.1307,1.0420,1.0694,0.0597,0.0613,0.3436,0.3347,0.0088,65.6439,11.9419,6.9481,6.0000,5.9972,40.0000,840.5546,1297.7564,1.0933,0.1784,9.2695,9.2928,67.4847,4675.9129,162,167,0,184,121,271.6782,22.9920,8391.2606,2.0617,14.2956,8.1968,0.0877,0.0503,13.0834,13.7008,106.2843,41.7796,64.5047,39.3093,5.4313,100.8529,5.1102,1.6500,1.9800,29.2723,1.7239,27.5484,5.8892,12.7106,0.7706,11.9400,6.0629,0.0000,0.6176,59.2675,88.9997,1.2481,0.2961,0.1127,0.1834,0.0859,0.0358,0.0501,0.0377,0.0160,0.0217,0.0000,148.2672,1.3836,172.6871,34.6406,0.0279,0.0167,1.6738,2.7051,465.2749,2.8721,0.9710,0.3298,0.0712,118.9949,29.2723,0.2460,0.0065,0.0015,0.0000,0.0000,448.9836,229.5546,186.6769,141.2638,63.7340,1630.3306,560.1178,1070.2128,283.9689,611.9096,2241.6139,1354.18,-276.15,276.15,341.13,9716.73,46.46,389.94,4.50,465.27,31712.76,166.75,290.63,0.16,42.23,137.82,110.41,814.87,611.15,0.00,203.72,13551.53,34.40,182.06,7848.40,5486.67,480.51,0.01,0.75,475.85,3.89,13.39,10.05,0.00,3.35,606.34,-142.57,-535.63,-1343.23,2627.77,180.00,9.7138,8.8460,11.7215,6.4593,10.1400,8.2997,4.1965,508.6678,8.8605,73.6287,370.4675
0,0,2094,0,31.0646,52.4055,173,Fagussylvatica,T,1592.5439,0.4235,0.5765,0.0026,0.9974,0.0000,1.0000,0.0022,0.9978,195.6915,882.4180,1078.1095,514.4344,553.5655,-39.1311,578.1473,598.9236,-20.7763,1.0761,1.1239,1.0444,1.1642,1.0819,-0.0404,-0.0375,0.3230,0.3476,-0.0246,67.6973,11.7747,7.1143,6.0000,5.9972,40.0000,843.1638,1313.8029,1.0932,0.1782,9.2981,9.3059,67.9012,4485.1098,161,168,0,184,121,243.3270,35.2737,7932.6908,2.1142,14.0674,8.3659,0.0868,0.0516,13.0389,13.4097,106.6118,41.6748,64.9370,39.0903,5.4177,101.1941,5.0817,1.6500,1.9800,29.3726,1.7193,27.6533,5.8533,12.7602,0.7688,11.9913,6.0251,0.0000,0.6439,59.1387,89.6058,1.2609,0.2964,0.1124,0.1840,0.0859,0.0357,0.0503,0.0378,0.0160,0.0218,0.0000,148.7446,1.4428,174.1299,34.7272,0.0293,0.0168,1.8392,2.7001,467.1140,2.9013,1.0086,0.3771,0.1003,119.3720,29.3726,0.2461,0.0069,0.0017,0.0000,0.0000,456.4907,227.6072,185.9868,143.2153,64.8095,1592.5439,514.4344,1078.1095,306.1741,635.3763,2327.5794,1384.28,-208.26,208.26,328.99,9369.96,50.39,425.22,4.55,467.11,32179.88,320.54,278.72,0.04,40.74,131.72,106.23,818.75,614.06,0.00,204.69,13684.81,32.52,184.24,7934.64,5533.42,485.17,0.00,0.66,480.77,3.74,13.57,10.18,0.00,3.39,612.11,-144.23,-541.08,-1386.87,2684.30,180.00,9.0780,9.1317,11.7562,6.9020,10.3127,8.6074,3.6855,648.7370,9.0962,77.6709,374.7600
0,0,2095,0,31.1097,52.6348,174,Fagussylvatica,T,1636.6001,0.4160,0.5840,0.0056,0.9944,0.0000,1.0000,0.0048,0.9952,196.0409,873.4978,1069.5388,567.0614,555.1814,11.8799,611.8821,581.7878,30.0943,0.9790,1.0790,1.1021,1.0260,1.0479,0.0531,0.0542,0.3465,0.3392,0.0073,65.3513,11.9260,6.9621,6.0000,5.9972,40.0000,845.9982,1329.8881,1.0932,0.1780,9.3269,9.3194,68.3230,4675.9310,160,169,0,184,121,270.1636,22.9921,8348.1409,2.0990,14.2182,8.1688,0.0883,0.0507,13.0105,13.6255,106.9415,41.5795,65.3620,38.8806,5.4053,101.5362,5.0545,1.6500,1.9800,29.4698,1.7150,27.7548,5.8196,12.8084,0.7672,12.0412,5.9897,0.0000,0.6492,59.0207,90.1990,1.2738,0.2968,0.1122,0.1846,0.0860,0.0356,0.0505,0.0378,0.0159,0.0219,0.0000,149.2196,1.4550,175.5848,34.8142,0.0297,0.0168,1.8499,2.6952,468.9640,2.9310,1.0131,0.3779,0.0972,119.7499,29.4698,0.2461,0.0070,0.0017,0.0000,0.0000,448.6140,229.4764,186.5825,141.1638,63.7021,1636.6001,567.0614,1069.5388,285.7593,613.5055,2247.4600,1355.30,-281.30,281.30,339.62,9673.61,46.46,390.60,4.54,468.96,32648.84,168.26,290.96,0.16,42.37,137.77,110.66,831.27,623.45,0.00,207.82,13807.35,34.38,181.93,8013.51,5577.52,490.35,0.01,0.76,485.68,3.90,13.88,10.41,0.00,3.47,617.41,-145.57,-546.49,-1428.73,2738.20,180.00,9.7138,8.8460,11.7215,6.4593,10.1400,8.2997,4.1965,508.6678,8.8712,73.6287,374.7600
